subid,blockid,difference.in.rt.aa,mean.difference.in.rt,mean.absolute.difference.in.rt,rt_ratio,mean.difference.in.moral.score,mean.absolute.difference.in.moral.score,bias_ratio
25,16,-0.18242719999989276,-0.27777499999990596,0.3165861999999606,0.08333333333333333,-0.12068965517241378,0.15517241379310345,0.08333333333333333
18,16,-4.687342899999976,-3.1040092000000072,3.1040092000000072,0.0,-0.1206896551724138,0.15517241379310345,0.08333333333333333
24,16,-0.15918950000013868,-0.08457487500015758,0.08457487500015758,0.0,-0.1206896551724138,0.15517241379310345,0.08333333333333333
10,16,0.028007300017634407,-0.0010878000030061091,0.006252799998037531,0.08333333333333333,-0.1206896551724138,0.15517241379310345,0.08333333333333333
17,16,-0.16847409999991214,-0.14557674999997516,0.14557674999997516,0.0,-0.1206896551724138,0.15517241379310345,0.08333333333333333
14,16,-0.28650229999993826,-0.21542879999992692,0.21542879999992692,0.0,-0.1206896551724138,0.15517241379310348,0.08333333333333333
23,16,-0.1878231999999116,0.4174341000000936,0.4174341000000936,1,-0.1206896551724138,0.15517241379310345,0.08333333333333333
9,16,-0.14054510000005394,0.05425432499987437,0.20780547500010016,0.08333333333333333,-0.1206896551724138,0.15517241379310345,0.08333333333333333
8,16,-0.18306150000034904,-0.1674266750002289,0.1674266750002289,0.0,-0.1206896551724138,0.15517241379310348,0.08333333333333333
26,16,-0.0955467999992834,-0.005559249998896121,0.2179537499991966,0.08333333333333333,-0.1206896551724138,0.15517241379310345,0.08333333333333333
20,16,-0.23166950000040748,0.6588462749997462,0.8773238249999623,0.25,-0.1206896551724138,0.15517241379310348,0.08333333333333333
19,16,-0.049012800000127754,-0.03501757499975612,0.03911507500038171,0.25,-0.1206896551724138,0.15517241379310348,0.08333333333333333
5,16,-0.13247730000057342,0.13419347499996093,0.2583828250000124,0.08333333333333333,-0.1206896551724138,0.15517241379310348,0.08333333333333333
2,16,-0.0673599000001559,0.05744182499938687,0.10130112500019096,0.25,-0.1206896551724138,0.15517241379310345,0.08333333333333333
27,16,-0.6779365999998391,0.15898520000001773,0.6081737500000486,0.25,-0.1206896551724138,0.15517241379310348,0.08333333333333333
7,16,-0.23579810000046564,-0.12408879999975395,0.12408879999975395,0.0,-0.1206896551724138,0.15517241379310345,0.08333333333333333
12,16,-0.48760330000004615,-0.14117747500003475,0.49111322500002075,0.08333333333333333,-0.1206896551724138,0.15517241379310345,0.08333333333333333
16,16,0.8661997999988669,-0.335366400001476,0.335366400001476,0.0,-0.1206896551724138,0.15517241379310348,0.08333333333333333
13,16,-0.1417489000004935,0.23644917499996154,0.3980681250000089,0.08333333333333333,-0.12068965517241378,0.15517241379310345,0.08333333333333333
28,16,-2.73873470000035,-2.2640187750005225,2.2640187750005225,0.0,-0.12068965517241378,0.15517241379310345,0.08333333333333333
21,16,-0.1024344999996174,0.3759244500006389,0.44122250000009444,0.75,-0.1206896551724138,0.15517241379310345,0.08333333333333333
15,16,-0.1498003999995489,-0.1340884000001096,0.1340884000001096,0.0,-0.1206896551724138,0.15517241379310345,0.08333333333333333
4,21,4.360003900000038,0.31374553333337946,0.5036108000000089,0.6666666666666666,-0.2516420361247948,0.2516420361247948,0.0
29,21,0.037095399999998335,1.075873799999954,1.075873799999954,1,-0.2516420361247948,0.2516420361247948,0.0
1,21,-0.026949499999318505,0.42804586666716204,0.44267273333328677,0.6666666666666666,-0.2516420361247948,0.2516420361247948,0.0
11,21,-0.15186999999991713,-0.06969820000002376,0.06969820000002376,0.0,-0.2516420361247948,0.2516420361247948,0.0
3,21,-0.016052100000024466,0.025312099999950998,0.08109883333330951,0.6666666666666666,-0.2516420361247948,0.2516420361247948,0.0
6,21,-0.696556499997314,0.41783483333468513,1.3927882333324912,0.16666666666666666,-0.2516420361247948,0.2516420361247948,0.0
22,21,-0.06719049999992416,0.42294093333324173,0.4793188000000252,0.6666666666666666,-0.2516420361247948,0.2516420361247948,0.0
25,21,0.1487660000002506,1.0396437666666618,1.2072035666668246,0.16666666666666666,-0.2516420361247948,0.2516420361247948,0.0
18,21,0.008827500000052224,1.5052033333333459,1.5170915999999959,0.6666666666666666,-0.2516420361247948,0.2516420361247948,0.0
24,21,0.19610630000033774,-0.18575333333334743,0.18575333333334743,0.0,-0.2516420361247948,0.2516420361247948,0.0
